name,year,country,wanted
WILLY MAXWELL,1982,Sudan,false
WILLY JARVIS,1965,Siria,false
WILLY BRUNO,1979,Siria,false
WILLY ISSAC,1957,Afganistan,false
WILLY MARY,1973,Afganistan,false
WILLY DUDLEY,1988,Afganistan,false
WILLY BROCK,1964,Pakistan,false
WILLY SANFORD,1980,Nigeria,false
WILLY COLBY,1966,Afganistan,false
WILLY CARMELO,1970,Siria,true
WILLY BARNEY,1993,Pakistan,false
WILLY NESTOR,1976,Afganistan,false
WILLY HOLLIS,1961,Siria,false
WILLY STEFAN,1963,Nigeria,true
WILLY DONNY,1983,Pakistan,true
WILLY ART,1984,Sudan,false
WILLY LINWOOD,1980,Afganistan,false
WILLY BEAU,1965,Pakistan,true
WILLY WELDON,1975,Siria,false
WILLY GALEN,1986,Pakistan,false
WILLY ISIDRO,1969,Afganistan,false
WILLY TRUMAN,1972,Sudan,true
WILLY DELMAR,1965,Siria,true
WILLY JOHNATHON,1977,Pakistan,false
WILLY SILAS,1954,Siria,false
WILLY FREDERIC,1995,Siria,false
WILLY DICK,1966,Afganistan,true
WILLY KIRBY,1994,Siria,false
WILLY IRWIN,1982,Siria,false
WILLY CRUZ,1974,Siria,true
WILLY MERLIN,1960,Nigeria,false
WILLY MERRILL,1994,Sudan,false
WILLY CHARLEY,1984,Sudan,false
WILLY MARCELINO,1970,Afganistan,false
WILLY LANE,1958,Nigeria,false
WILLY HARRIS,1963,Afganistan,false
WILLY CLEO,1964,Siria,false
WILLY CARLO,1965,Nigeria,false
WILLY TRENTON,1992,Sudan,false
WILLY KURTIS,1989,Sudan,false
WILLY HUNTER,1994,Pakistan,false
WILLY AURELIO,1955,Siria,true
WILLY WINFRED,1972,Siria,false
WILLY VITO,1974,Pakistan,true
WILLY COLLIN,1985,Siria,true
WILLY DENVER,1951,Sudan,true
WILLY CARTER,1973,Sudan,false
WILLY LEONEL,1957,Afganistan,true
WILLY EMORY,1957,Sudan,false
WILLY PASQUALE,1959,Pakistan,true
WILLY MOHAMMAD,1953,Nigeria,false
WILLY MARIANO,1984,Pakistan,false
WILLY DANIAL,1971,Sudan,false
WILLY BLAIR,1966,Pakistan,true
WILLY LANDON,1986,Siria,false
WILLY DIRK,1988,Pakistan,false
WILLY BRANDEN,1967,Sudan,false
WILLY ADAN,1954,Afganistan,true
WILLY NUMBERS,1988,Afganistan,false
WILLY CLAIR,1966,Afganistan,false
WILLY BUFORD,1982,Nigeria,false
WILLY GERMAN,1984,Sudan,true
WILLY BERNIE,1968,Sudan,false
WILLY WILMER,1950,Afganistan,false
WILLY JOAN,1995,Afganistan,false
WILLY EMERSON,1955,Afganistan,true
WILLY ZACHERY,1970,Siria,false
WILLY FLETCHER,1994,Pakistan,false
WILLY JACQUES,1992,Nigeria,false
WILLY ERROL,1963,Siria,false
WILLY DALTON,1961,Nigeria,true
WILLY MONROE,1978,Pakistan,false
WILLY JOSUE,1979,Pakistan,false
WILLY DOMINIQUE,1985,Sudan,false
WILLY EDWARDO,1960,Sudan,false
WILLY BOOKER,1957,Sudan,true
WILLY WILFORD,1978,Afganistan,false
WILLY SONNY,1989,Siria,true
WILLY SHELTON,1991,Afganistan,false
WILLY CARSON,1953,Siria,false
WILLY THERON,1959,Pakistan,false
WILLY RAYMUNDO,1951,Siria,false
WILLY DAREN,1975,Afganistan,false
WILLY TRISTAN,1958,Afganistan,false
WILLY HOUSTON,1974,Nigeria,false
WILLY ROBBY,1957,Afganistan,false
WILLY LINCOLN,1958,Pakistan,true
WILLY JAME,1951,Pakistan,true
WILLY GENARO,1977,Pakistan,false
WILLY GALE,1951,Nigeria,false
WILLY BENNETT,1977,Siria,false
WILLY OCTAVIO,1983,Pakistan,false
WILLY CORNELL,1979,Siria,false
WILLY LAVERNE,1981,Sudan,false
WILLY HUNG,1988,Siria,false
WILLY ARRON,1951,Sudan,false
WILLY ANTONY,1994,Afganistan,false
WILLY HERSCHEL,1955,Pakistan,false
WILLY ALVA,1987,Siria,false
WILLY GIOVANNI,1963,Sudan,false
WILLY GARTH,1992,Pakistan,false
WILLY CYRUS,1990,Siria,false
WILLY CYRIL,1971,Afganistan,true
WILLY RONNY,1992,Sudan,false
WILLY STEVIE,1973,Sudan,false
WILLY LON,1993,Siria,false
WILLY FREEMAN,1954,Sudan,false
WILLY ERIN,1954,Siria,true
WILLY DUNCAN,1972,Nigeria,false
WILLY KENNITH,1987,Siria,false
WILLY CARMINE,1983,Pakistan,false
WILLY AUGUSTINE,1992,Nigeria,false
WILLY YOUNG,1991,Pakistan,false
WILLY ERICH,1967,Nigeria,false
WILLY CHADWICK,1977,Siria,false
WILLY WILBURN,1965,Nigeria,false
WILLY RUSS,1986,Sudan,false
WILLY REID,1987,Pakistan,false
WILLY MYLES,1962,Siria,false
WILLY ANDERSON,1969,Nigeria,false
WILLY MORTON,1995,Pakistan,false
WILLY JONAS,1972,Sudan,false
WILLY FOREST,1969,Sudan,false
WILLY MITCHEL,1961,Afganistan,true
WILLY MERVIN,1957,Siria,false
WILLY ZANE,1982,Sudan,true
WILLY RICH,1988,Sudan,false
WILLY JAMEL,1986,Pakistan,false
WILLY LAZARO,1951,Sudan,false
WILLY ALPHONSE,1988,Siria,false
WILLY RANDELL,1962,Pakistan,false
WILLY MAJOR,1994,Afganistan,false
WILLY JOHNIE,1973,Nigeria,false
WILLY JARRETT,1956,Pakistan,false
WILLY BROOKS,1992,Afganistan,true
WILLY ARIEL,1968,Afganistan,false
WILLY ABDUL,1992,Siria,false
WILLY DUSTY,1979,Nigeria,false
WILLY LUCIANO,1970,Pakistan,false
WILLY LINDSEY,1955,Pakistan,false
WILLY TRACEY,1983,Afganistan,false
WILLY SEYMOUR,1952,Siria,true
WILLY SCOTTIE,1957,Afganistan,false
WILLY EUGENIO,1980,Nigeria,false
WILLY MOHAMMED,1966,Afganistan,false
WILLY SANDY,1986,Sudan,false
WILLY VALENTIN,1955,Siria,false
WILLY CHANCE,1956,Siria,false
WILLY ARNULFO,1975,Nigeria,true
WILLY LUCIEN,1977,Afganistan,true
WILLY FERDINAND,1965,Afganistan,false
WILLY THAD,1971,Pakistan,false
WILLY EZRA,1978,Siria,false
WILLY SYDNEY,1989,Sudan,true
WILLY ALDO,1992,Nigeria,false
WILLY RUBIN,1956,Nigeria,true
WILLY ROYAL,1951,Siria,true
WILLY MITCH,1960,Afganistan,false
WILLY EARLE,1964,Pakistan,false
WILLY ABE,1972,Nigeria,false
WILLY WYATT,1951,Sudan,false
WILLY MARQUIS,1961,Siria,true
WILLY LANNY,1974,Sudan,false
WILLY KAREEM,1954,Nigeria,true
WILLY JAMAR,1951,Pakistan,false
WILLY BORIS,1957,Pakistan,false
WILLY ISIAH,1978,Nigeria,false
WILLY EMILE,1970,Nigeria,false
WILLY ELMO,1981,Pakistan,false
WILLY ARON,1965,Afganistan,false
WILLY LEOPOLDO,1972,Sudan,false
WILLY EVERETTE,1979,Nigeria,false
WILLY JOSEF,1994,Siria,false
WILLY GAIL,1976,Siria,false
WILLY ELOY,1992,Nigeria,false
WILLY DORIAN,1977,Siria,false
WILLY RODRICK,1952,Nigeria,true
WILLY REINALDO,1989,Pakistan,false
WILLY LUCIO,1963,Siria,false
WILLY JERROD,1955,Siria,true
WILLY WESTON,1988,Afganistan,false
WILLY HERSHEL,1995,Afganistan,false
WILLY BARTON,1992,Afganistan,false
WILLY PARKER,1968,Sudan,false
WILLY LEMUEL,1969,Sudan,true
WILLY LAVERN,1960,Siria,false
WILLY BURT,1994,Siria,false
WILLY JULES,1990,Pakistan,true
WILLY GIL,1972,Nigeria,false
WILLY ELISEO,1974,Pakistan,false
WILLY AHMAD,1985,Pakistan,false
WILLY NIGEL,1995,Siria,true
WILLY EFREN,1965,Sudan,true
WILLY ANTWAN,1975,Sudan,false
WILLY ALDEN,1992,Siria,false
WILLY MARGARITO,1958,Pakistan,false
WILLY COLEMAN,1977,Siria,false
WILLY REFUGIO,1971,Nigeria,false
WILLY DINO,1971,Pakistan,false
WILLY OSVALDO,1982,Pakistan,false
WILLY LES,1984,Siria,true
WILLY DEANDRE,1955,Siria,false
WILLY NORMAND,1981,Nigeria,false
WILLY KIETH,1970,Pakistan,false
WILLY IVORY,1954,Pakistan,false
WILLY ANDREA,1950,Siria,false
WILLY TREY,1979,Sudan,false
WILLY NORBERTO,1991,Sudan,false
WILLY NAPOLEON,1960,Nigeria,false
WILLY JEROLD,1978,Pakistan,false
WILLY FRITZ,1984,Nigeria,false
WILLY ROSENDO,1988,Pakistan,false
WILLY MILFORD,1960,Siria,false
WILLY SANG,1954,Nigeria,true
WILLY DEON,1974,Siria,false
WILLY CHRISTOPER,1976,Siria,false
WILLY ALFONZO,1955,Siria,true
WILLY LYMAN,1991,Siria,false
WILLY JOSIAH,1981,Nigeria,true
WILLY BRANT,1995,Afganistan,false
WILLY WILTON,1970,Afganistan,true
WILLY RICO,1959,Pakistan,false
WILLY JAMAAL,1995,Sudan,false
WILLY DEWITT,1950,Afganistan,false
WILLY CAROL,1981,Afganistan,false
WILLY BRENTON,1976,Pakistan,false
WILLY YONG,1963,Pakistan,false
WILLY OLIN,1980,Sudan,false
WILLY FOSTER,1975,Sudan,false
WILLY FAUSTINO,1960,Nigeria,false
WILLY CLAUDIO,1969,Nigeria,false
WILLY JUDSON,1982,Nigeria,false
WILLY GINO,1982,Afganistan,false
WILLY EDGARDO,1950,Afganistan,true
WILLY BERRY,1992,Siria,false
WILLY ALEC,1962,Pakistan,false
WILLY TANNER,1965,Sudan,false
WILLY JARRED,1991,Sudan,false
WILLY DONN,1950,Siria,true
WILLY TRINIDAD,1976,Afganistan,false
WILLY TAD,1955,Nigeria,false
WILLY SHIRLEY,1967,Siria,false
WILLY PRINCE,1980,Sudan,false
WILLY PORFIRIO,1958,Afganistan,true
WILLY ODIS,1995,Nigeria,false
WILLY MARIA,1963,Siria,false
WILLY LENARD,1976,Nigeria,false
WILLY CHAUNCEY,1960,Afganistan,false
WILLY CHANG,1969,Sudan,false
WILLY TOD,1977,Afganistan,false
WILLY MEL,1970,Siria,false
WILLY MARCELO,1956,Afganistan,false
WILLY KORY,1954,Afganistan,false
WILLY AUGUSTUS,1956,Sudan,false
WILLY KEVEN,1977,Afganistan,false
WILLY HILARIO,1964,Sudan,false
WILLY BUD,1965,Sudan,false
WILLY SAL,1959,Afganistan,false
WILLY ROSARIO,1978,Afganistan,false
WILLY ORVAL,1979,Nigeria,false
WILLY MAURO,1985,Pakistan,true
WILLY DANNIE,1965,Nigeria,false
WILLY ZACHARIAH,1976,Siria,false
WILLY OLEN,1989,Nigeria,false
WILLY ANIBAL,1992,Pakistan,false
WILLY MILO,1973,Sudan,false
WILLY JED,1960,Sudan,false
WILLY FRANCES,1952,Afganistan,false
WILLY THANH,1981,Afganistan,true
WILLY DILLON,1980,Afganistan,false
WILLY AMADO,1971,Sudan,false
WILLY NEWTON,1995,Nigeria,false
WILLY CONNIE,1956,Afganistan,false
WILLY LENNY,1954,Sudan,false
WILLY TORY,1956,Siria,false
WILLY RICHIE,1951,Nigeria,false
WILLY LUPE,1990,Sudan,false
WILLY HORACIO,1951,Afganistan,false
WILLY BRICE,1964,Siria,false
WILLY MOHAMED,1962,Sudan,true
WILLY DELMER,1959,Afganistan,false
WILLY DARIO,1984,Afganistan,false
WILLY REYES,1959,Afganistan,false
WILLY DEE,1962,Sudan,false
WILLY MAC,1993,Nigeria,false
WILLY JONAH,1963,Nigeria,false
WILLY JERROLD,1985,Nigeria,true
WILLY ROBT,1982,Pakistan,false
WILLY HANK,1991,Sudan,true
WILLY SUNG,1950,Sudan,true
WILLY RUPERT,1981,Siria,false
WILLY ROLLAND,1961,Afganistan,false
WILLY KENTON,1971,Afganistan,true
WILLY DAMION,1973,Nigeria,false
WILLY CHI,1987,Nigeria,false
WILLY ANTONE,1975,Siria,false
WILLY WALDO,1983,Siria,false
WILLY FREDRIC,1950,Nigeria,false
WILLY BRADLY,1957,Sudan,true
WILLY QUINN,1988,Siria,true
WILLY KIP,1979,Nigeria,false
WILLY BURL,1984,Sudan,false
WILLY WALKER,1960,Siria,false
WILLY TYREE,1981,Sudan,false
WILLY JEFFEREY,1971,Sudan,false
WILLY AHMED,1956,Pakistan,false
STANFORD JAMES,1960,Afganistan,false
STANFORD JOHN,1975,Nigeria,false
STANFORD ROBERT,1972,Siria,false
STANFORD MICHAEL,1952,Siria,false
STANFORD WILLIAM,1991,Siria,false
STANFORD DAVID,1994,Nigeria,false
STANFORD RICHARD,1993,Afganistan,false
STANFORD CHARLES,1957,Siria,false
STANFORD JOSEPH,1995,Nigeria,false
STANFORD THOMAS,1994,Siria,false
STANFORD CHRISTOPHER,1976,Nigeria,false
STANFORD DANIEL,1956,Afganistan,false
STANFORD PAUL,1951,Nigeria,false
STANFORD MARK,1988,Sudan,false
STANFORD DONALD,1967,Sudan,false
STANFORD GEORGE,1951,Pakistan,false
STANFORD KENNETH,1984,Afganistan,false
STANFORD STEVEN,1976,Sudan,true
STANFORD EDWARD,1963,Pakistan,false
STANFORD BRIAN,1951,Pakistan,false
STANFORD RONALD,1967,Siria,false
STANFORD ANTHONY,1979,Afganistan,false
STANFORD KEVIN,1953,Pakistan,false
STANFORD JASON,1954,Sudan,false
STANFORD MATTHEW,1955,Siria,false
STANFORD GARY,1991,Nigeria,false
STANFORD TIMOTHY,1995,Sudan,false
STANFORD JOSE,1960,Sudan,false
STANFORD LARRY,1960,Siria,true
STANFORD JEFFREY,1951,Afganistan,false
STANFORD FRANK,1972,Pakistan,false
STANFORD SCOTT,1978,Afganistan,true
STANFORD ERIC,1952,Nigeria,false
STANFORD STEPHEN,1950,Afganistan,false
STANFORD ANDREW,1958,Siria,false
STANFORD RAYMOND,1991,Nigeria,false
STANFORD GREGORY,1977,Afganistan,false
STANFORD JOSHUA,1975,Nigeria,true
STANFORD JERRY,1990,Sudan,false
STANFORD DENNIS,1953,Sudan,false
STANFORD WALTER,1964,Pakistan,false
STANFORD PATRICK,1986,Afganistan,false
STANFORD PETER,1977,Afganistan,false
STANFORD HAROLD,1970,Sudan,false
STANFORD DOUGLAS,1970,Sudan,false
STANFORD HENRY,1962,Nigeria,true
STANFORD CARL,1965,Nigeria,false
STANFORD ARTHUR,1975,Afganistan,false
STANFORD RYAN,1993,Nigeria,false
STANFORD ROGER,1983,Sudan,false
STANFORD JOE,1978,Nigeria,false
STANFORD JUAN,1983,Pakistan,false
STANFORD JACK,1987,Sudan,false
STANFORD ALBERT,1988,Nigeria,false
STANFORD JONATHAN,1957,Siria,false
STANFORD JUSTIN,1965,Afganistan,false
STANFORD TERRY,1987,Pakistan,false
STANFORD GERALD,1972,Afganistan,false
STANFORD KEITH,1968,Siria,false
STANFORD SAMUEL,1989,Afganistan,false
STANFORD WILLIE,1971,Nigeria,true
STANFORD RALPH,1979,Nigeria,false
STANFORD LAWRENCE,1959,Afganistan,false
STANFORD NICHOLAS,1968,Nigeria,false
STANFORD ROY,1958,Pakistan,false
STANFORD BENJAMIN,1963,Nigeria,false
STANFORD BRUCE,1962,Siria,false
STANFORD BRANDON,1975,Pakistan,false
STANFORD ADAM,1981,Sudan,false
STANFORD HARRY,1979,Afganistan,false
STANFORD FRED,1958,Pakistan,true
STANFORD WAYNE,1963,Afganistan,false
STANFORD BILLY,1967,Sudan,true
STANFORD STEVE,1979,Afganistan,false
STANFORD LOUIS,1995,Nigeria,true
STANFORD JEREMY,1982,Nigeria,false
STANFORD AARON,1959,Sudan,false
STANFORD RANDY,1989,Afganistan,false
STANFORD HOWARD,1985,Sudan,false
STANFORD EUGENE,1985,Sudan,false
STANFORD CARLOS,1994,Afganistan,false
STANFORD RUSSELL,1983,Afganistan,false
STANFORD BOBBY,1961,Afganistan,false
STANFORD VICTOR,1962,Pakistan,false
STANFORD MARTIN,1991,Pakistan,false
STANFORD ERNEST,1964,Sudan,false
STANFORD PHILLIP,1994,Sudan,false
STANFORD TODD,1980,Nigeria,false
STANFORD JESSE,1988,Afganistan,false
STANFORD CRAIG,1963,Pakistan,true
STANFORD ALAN,1988,Nigeria,false
STANFORD SHAWN,1995,Pakistan,false
STANFORD CLARENCE,1977,Sudan,false
STANFORD SEAN,1957,Siria,false
STANFORD PHILIP,1961,Nigeria,false
STANFORD CHRIS,1988,Siria,false
STANFORD JOHNNY,1957,Siria,false
STANFORD EARL,1973,Pakistan,true
STANFORD JIMMY,1954,Nigeria,false
STANFORD ANTONIO,1995,Siria,true
STANFORD DANNY,1983,Siria,false
STANFORD BRYAN,1968,Siria,false
STANFORD TONY,1995,Afganistan,false
STANFORD LUIS,1959,Siria,false
STANFORD MIKE,1975,Nigeria,false
STANFORD STANLEY,1982,Pakistan,false
STANFORD LEONARD,1984,Pakistan,false
STANFORD NATHAN,1992,Afganistan,true
STANFORD DALE,1970,Sudan,false
STANFORD MANUEL,1966,Sudan,false
STANFORD RODNEY,1982,Afganistan,false
STANFORD CURTIS,1973,Afganistan,false
STANFORD NORMAN,1963,Sudan,false
STANFORD ALLEN,1994,Nigeria,false
STANFORD MARVIN,1956,Pakistan,false
STANFORD VINCENT,1963,Nigeria,false
STANFORD GLENN,1971,Pakistan,true
STANFORD JEFFERY,1957,Sudan,false
STANFORD TRAVIS,1982,Pakistan,false
STANFORD JEFF,1952,Nigeria,false
STANFORD CHAD,1991,Nigeria,false
STANFORD JACOB,1972,Sudan,false
STANFORD LEE,1961,Afganistan,false
STANFORD MELVIN,1991,Siria,false
STANFORD ALFRED,1953,Nigeria,false
STANFORD KYLE,1994,Siria,false
STANFORD FRANCIS,1963,Sudan,false
STANFORD BRADLEY,1972,Sudan,false
STANFORD JESUS,1993,Siria,false
STANFORD HERBERT,1987,Siria,false
STANFORD FREDERICK,1959,Siria,false
STANFORD RAY,1991,Nigeria,false
STANFORD JOEL,1969,Pakistan,true
STANFORD EDWIN,1972,Pakistan,false
STANFORD DON,1960,Sudan,false
STANFORD EDDIE,1962,Pakistan,true
STANFORD RICKY,1983,Sudan,true
STANFORD TROY,1984,Pakistan,false
STANFORD RANDALL,1990,Siria,false
STANFORD BARRY,1976,Nigeria,false
STANFORD ALEXANDER,1973,Pakistan,false
STANFORD BERNARD,1955,Nigeria,false
STANFORD MARIO,1989,Afganistan,false
STANFORD LEROY,1961,Sudan,false
STANFORD FRANCISCO,1956,Siria,false
STANFORD MARCUS,1972,Afganistan,false
STANFORD MICHEAL,1973,Afganistan,false
STANFORD THEODORE,1971,Siria,true
STANFORD CLIFFORD,1953,Nigeria,false
STANFORD MIGUEL,1962,Pakistan,false
STANFORD OSCAR,1988,Pakistan,true
STANFORD JAY,1980,Pakistan,false
STANFORD JIM,1968,Siria,true
STANFORD TOM,1982,Pakistan,true
STANFORD CALVIN,1979,Sudan,false
STANFORD ALEX,1960,Pakistan,false
STANFORD JON,1977,Afganistan,true
STANFORD RONNIE,1967,Siria,true
STANFORD BILL,1982,Nigeria,false
STANFORD LLOYD,1956,Siria,false
STANFORD TOMMY,1983,Pakistan,false
STANFORD LEON,1950,Afganistan,false
STANFORD DEREK,1956,Siria,false
STANFORD WARREN,1972,Nigeria,false
STANFORD DARRELL,1990,Pakistan,false
STANFORD JEROME,1971,Afganistan,false
STANFORD FLOYD,1986,Afganistan,false
STANFORD LEO,1971,Nigeria,false
STANFORD ALVIN,1950,Afganistan,false
STANFORD TIM,1952,Afganistan,false
STANFORD WESLEY,1979,Sudan,false
STANFORD GORDON,1992,Siria,false
STANFORD DEAN,1952,Nigeria,false
STANFORD GREG,1994,Sudan,false
STANFORD JORGE,1962,Afganistan,false
STANFORD DUSTIN,1981,Sudan,false
STANFORD PEDRO,1977,Pakistan,false
STANFORD DERRICK,1990,Siria,false
STANFORD DAN,1950,Sudan,true
STANFORD LEWIS,1980,Pakistan,false
STANFORD ZACHARY,1983,Afganistan,false
STANFORD COREY,1951,Afganistan,true
STANFORD HERMAN,1976,Pakistan,true
STANFORD MAURICE,1990,Sudan,false
STANFORD VERNON,1988,Pakistan,true
STANFORD ROBERTO,1959,Afganistan,false
STANFORD CLYDE,1955,Sudan,false
STANFORD GLEN,1983,Nigeria,false
STANFORD HECTOR,1980,Sudan,false
STANFORD SHANE,1952,Siria,false
STANFORD RICARDO,1950,Afganistan,false
STANFORD SAM,1995,Afganistan,false
STANFORD RICK,1955,Sudan,false
STANFORD LESTER,1968,Siria,true
STANFORD BRENT,1973,Nigeria,false
STANFORD RAMON,1985,Nigeria,false
STANFORD CHARLIE,1963,Afganistan,false
STANFORD TYLER,1973,Afganistan,true
STANFORD GILBERT,1977,Sudan,false
STANFORD GENE,1953,Pakistan,false
STANFORD MARC,1983,Pakistan,true
STANFORD REGINALD,1956,Sudan,false
STANFORD RUBEN,1988,Afganistan,false
STANFORD BRETT,1988,Siria,true
STANFORD ANGEL,1963,Sudan,false
STANFORD NATHANIEL,1985,Nigeria,false
STANFORD RAFAEL,1958,Sudan,false
STANFORD LESLIE,1950,Pakistan,true
STANFORD EDGAR,1970,Sudan,false
STANFORD MILTON,1951,Afganistan,false
STANFORD RAUL,1967,Pakistan,true
STANFORD BEN,1956,Sudan,true
STANFORD CHESTER,1987,Siria,false
STANFORD CECIL,1976,Afganistan,false
STANFORD DUANE,1982,Pakistan,true
STANFORD FRANKLIN,1979,Nigeria,false
STANFORD ANDRE,1954,Afganistan,false
STANFORD ELMER,1973,Siria,false
STANFORD BRAD,1970,Siria,false
STANFORD GABRIEL,1959,Pakistan,false
STANFORD RON,1995,Siria,true
STANFORD MITCHELL,1950,Siria,false
STANFORD ROLAND,1987,Sudan,false
STANFORD ARNOLD,1977,Siria,false
STANFORD HARVEY,1966,Afganistan,false
STANFORD JARED,1961,Pakistan,false
STANFORD ADRIAN,1966,Afganistan,false
STANFORD KARL,1961,Nigeria,false
STANFORD CORY,1964,Sudan,false
STANFORD CLAUDE,1950,Sudan,false
STANFORD ERIK,1989,Siria,false
STANFORD DARRYL,1952,Pakistan,false
STANFORD JAMIE,1951,Siria,true
STANFORD NEIL,1952,Nigeria,false
STANFORD JESSIE,1988,Nigeria,true
STANFORD CHRISTIAN,1963,Nigeria,true
STANFORD JAVIER,1974,Pakistan,false
STANFORD FERNANDO,1974,Siria,false
STANFORD CLINTON,1985,Siria,false
STANFORD TED,1988,Pakistan,false
STANFORD MATHEW,1966,Siria,false
STANFORD TYRONE,1955,Nigeria,false
STANFORD DARREN,1952,Pakistan,false
STANFORD LONNIE,1993,Sudan,false
STANFORD LANCE,1963,Pakistan,false
STANFORD CODY,1965,Pakistan,true
STANFORD JULIO,1986,Nigeria,false
STANFORD KELLY,1950,Pakistan,false
STANFORD KURT,1958,Siria,true
STANFORD ALLAN,1990,Sudan,false
STANFORD NELSON,1967,Sudan,false
STANFORD GUY,1956,Afganistan,false
STANFORD CLAYTON,1978,Afganistan,true
STANFORD HUGH,1965,Sudan,false
STANFORD MAX,1971,Pakistan,false
STANFORD DWAYNE,1995,Nigeria,false
STANFORD DWIGHT,1956,Nigeria,false
STANFORD ARMANDO,1994,Nigeria,false
STANFORD FELIX,1966,Pakistan,false
STANFORD JIMMIE,1962,Sudan,false
STANFORD EVERETT,1956,Nigeria,false
STANFORD JORDAN,1952,Siria,false
STANFORD IAN,1983,Pakistan,true
STANFORD WALLACE,1989,Siria,false
STANFORD KEN,1959,Afganistan,false
STANFORD BOB,1990,Pakistan,false
STANFORD JAIME,1969,Siria,false
STANFORD CASEY,1981,Nigeria,false
STANFORD ALFREDO,1967,Sudan,false
STANFORD ALBERTO,1981,Sudan,false
STANFORD DAVE,1987,Afganistan,false
STANFORD IVAN,1983,Pakistan,false
STANFORD JOHNNIE,1956,Pakistan,false
STANFORD SIDNEY,1951,Sudan,false
STANFORD BYRON,1965,Afganistan,false
STANFORD JULIAN,1968,Sudan,true
STANFORD ISAAC,1955,Siria,false
STANFORD MORRIS,1992,Afganistan,false
STANFORD CLIFTON,1962,Nigeria,false
STANFORD WILLARD,1981,Nigeria,false
STANFORD DARYL,1976,Sudan,false
STANFORD ROSS,1994,Siria,false
STANFORD VIRGIL,1981,Afganistan,false
STANFORD ANDY,1974,Siria,true
STANFORD MARSHALL,1953,Afganistan,false
STANFORD SALVADOR,1955,Sudan,false
STANFORD PERRY,1991,Nigeria,false
STANFORD KIRK,1977,Afganistan,false
STANFORD SERGIO,1981,Afganistan,false
STANFORD MARION,1993,Nigeria,false
STANFORD TRACY,1960,Sudan,false
STANFORD SETH,1968,Sudan,false
STANFORD KENT,1995,Siria,false
STANFORD TERRANCE,1995,Nigeria,false
STANFORD RENE,1995,Afganistan,false
STANFORD EDUARDO,1968,Nigeria,false
STANFORD TERRENCE,1950,Afganistan,true
STANFORD ENRIQUE,1981,Pakistan,false
STANFORD FREDDIE,1978,Afganistan,false
STANFORD WADE,1976,Sudan,false
STANFORD AUSTIN,1987,Pakistan,false
STANFORD STUART,1981,Siria,true
STANFORD FREDRICK,1957,Nigeria,true
STANFORD ARTURO,1972,Afganistan,false
STANFORD ALEJANDRO,1991,Afganistan,true
STANFORD JACKIE,1952,Nigeria,true
STANFORD JOEY,1968,Siria,false
STANFORD NICK,1954,Siria,false
STANFORD LUTHER,1994,Siria,false
STANFORD WENDELL,1995,Siria,false
STANFORD JEREMIAH,1982,Afganistan,false
STANFORD EVAN,1980,Afganistan,false
STANFORD JULIUS,1969,Nigeria,false
STANFORD DANA,1973,Afganistan,false
STANFORD DONNIE,1966,Sudan,false
STANFORD OTIS,1987,Afganistan,true
STANFORD SHANNON,1986,Sudan,false
STANFORD TREVOR,1974,Pakistan,false
STANFORD OLIVER,1973,Afganistan,true
STANFORD LUKE,1969,Sudan,true
STANFORD HOMER,1994,Pakistan,false
STANFORD GERARD,1989,Pakistan,false
STANFORD DOUG,1975,Nigeria,false
STANFORD KENNY,1985,Sudan,false
STANFORD HUBERT,1961,Sudan,false
STANFORD ANGELO,1978,Afganistan,true
STANFORD SHAUN,1972,Pakistan,false
STANFORD LYLE,1975,Sudan,false
STANFORD MATT,1973,Afganistan,false
STANFORD LYNN,1985,Pakistan,true
STANFORD ALFONSO,1951,Sudan,false
STANFORD ORLANDO,1965,Afganistan,true
STANFORD REX,1981,Sudan,false
STANFORD CARLTON,1994,Nigeria,false
STANFORD ERNESTO,1952,Nigeria,false
STANFORD CAMERON,1963,Nigeria,false
STANFORD NEAL,1985,Pakistan,false
STANFORD PABLO,1952,Sudan,false
STANFORD LORENZO,1992,Sudan,false
STANFORD OMAR,1984,Siria,false
STANFORD WILBUR,1970,Sudan,true
STANFORD BLAKE,1969,Pakistan,false
STANFORD GRANT,1986,Pakistan,false
STANFORD HORACE,1965,Pakistan,true
STANFORD RODERICK,1977,Siria,true
STANFORD KERRY,1982,Siria,false
STANFORD ABRAHAM,1957,Pakistan,true
STANFORD WILLIS,1967,Nigeria,false
STANFORD RICKEY,1993,Nigeria,false
STANFORD JEAN,1966,Siria,false
STANFORD IRA,1992,Afganistan,false
STANFORD ANDRES,1982,Siria,false
STANFORD CESAR,1992,Pakistan,false
STANFORD JOHNATHAN,1995,Nigeria,false
STANFORD MALCOLM,1990,Siria,false
STANFORD RUDOLPH,1978,Sudan,false
STANFORD DAMON,1967,Nigeria,false
STANFORD KELVIN,1961,Sudan,false
STANFORD RUDY,1954,Afganistan,false
STANFORD PRESTON,1973,Siria,true
STANFORD ALTON,1980,Siria,false
STANFORD ARCHIE,1969,Pakistan,false
STANFORD MARCO,1953,Siria,false
STANFORD WM,1953,Nigeria,false
STANFORD PETE,1967,Afganistan,false
STANFORD RANDOLPH,1956,Sudan,false
STANFORD GARRY,1972,Nigeria,false
STANFORD GEOFFREY,1988,Pakistan,false
STANFORD JONATHON,1984,Siria,false
STANFORD FELIPE,1952,Siria,false
STANFORD BENNIE,1982,Pakistan,true
